Number,Name,lat,lon
53265,LA MESA 5 4,31.7928,-106.6733
53266,ALBUQUERQUE 30 1,35.026,-106.644
53267,ALBUQUERQUE 30 2,35.026,-106.644
53268,ALBUQUERQUE 30 3,35.026,-106.644
53269,ALBUQUERQUE 30 4,35.026,-106.644
53270,WILLARD 2 1,34.4667,-105.9625
53271,WILLARD 2 2,34.4667,-105.9625
53272,WILLARD 2 3,34.4667,-105.9625
53273,CUBERO 1,35.2689,-107.3828
53274,CUBERO 2,35.2689,-107.3828
53275,CUBERO 3,35.2689,-107.3828
53276,CUBERO 4,35.2689,-107.3828
53277,CUBERO 5,35.2689,-107.3828
53278,BLOOMFIELD 2 1,36.7367,-107.9417
53279,BLOOMFIELD 2 2,36.7367,-107.9417
53280,BLOOMFIELD 2 3,36.7367,-107.9417
53281,BLOOMFIELD 2 4,36.7367,-107.9417
53282,HURLEY 1,32.6956,-108.1225
53283,HURLEY 2,32.6956,-108.1225
53284,HURLEY 3,32.6956,-108.1225
53285,HURLEY 4,32.6956,-108.1225
53286,HURLEY 5,32.6956,-108.1225
53287,HURLEY 6,32.6956,-108.1225
53288,LORDSBURG 2 1,32.2363,-108.5494
53289,LORDSBURG 2 2,32.2363,-108.5494
53290,LA MESA 6 1,32.1142,-106.8465
53291,LA MESA 6 2,32.1142,-106.8465
53292,LA MESA 6 3,32.1142,-106.8465
53293,LA MESA 6 4,32.1142,-106.8465
53294,FRUITLAND 2 1,36.69,-108.4814
53295,FRUITLAND 2 2,36.69,-108.4814
53296,FRUITLAND 2 3,36.69,-108.4814
53297,FRUITLAND 2 4,36.69,-108.4814
53298,FRUITLAND 2 5,36.69,-108.4814
53299,FRUITLAND 2 6,36.69,-108.4814
53300,DEMING 4 1,32.57,-107.48
53301,DEMING 4 2,32.57,-107.48
53302,DEMING 4 3,32.57,-107.48
53303,FARMINGTON 6 1,36.7166,-108.2153
53304,FARMINGTON 6 2,36.7166,-108.2153
53305,ALBUQUERQUE 31 1,35.171,-106.6019
53306,ALBUQUERQUE 31 2,35.171,-106.6019
53307,ALBUQUERQUE 31 3,35.171,-106.6019
60000,DOVE CREEK 1,37.6341,-108.9409
60001,FRUITA 1,39.0588,-108.7432
60002,FRUITA 2,39.0588,-108.7432
60003,FRUITA 3,39.0588,-108.7432
60004,LOMA 1,39.2079,-108.7809
60005,CORTEZ 1,37.3514,-108.7221
60006,CORTEZ 2,37.3514,-108.7221
60007,CORTEZ 3,37.3514,-108.7221
60008,CORTEZ 4,37.3514,-108.7221
60009,CORTEZ 5,37.3514,-108.7221
60010,CORTEZ 6,37.3514,-108.7221
60011,RANGELY 1,40.0013,-108.6348
60012,RANGELY 2,40.0013,-108.6348
60013,RANGELY 3,40.0013,-108.6348
60014,RANGELY 4,40.0013,-108.6348
60015,GRAND JUNCTION 1 1,39.1,-108.6809
60016,GRAND JUNCTION 2 1,39.1519,-108.4928
60017,GRAND JUNCTION 2 2,39.1519,-108.4928
60018,GRAND JUNCTION 3 1,39.2037,-108.4673
60019,GRAND JUNCTION 3 2,39.2037,-108.4673
60020,GRAND JUNCTION 4 1,39.0428,-108.5926
60021,GRAND JUNCTION 5 1,39.0926,-108.5805
60022,GRAND JUNCTION 6 1,39.0205,-108.4764
60023,WHITEWATER 1,38.7006,-108.5386
60024,WHITEWATER 2,38.7006,-108.5386
60025,WHITEWATER 3,38.7006,-108.5386
60026,GRAND JUNCTION 7 1,38.9438,-108.3665
60027,CLIFTON 2 1,39.1667,-108.497
60028,CLIFTON 2 2,39.1667,-108.497
60029,NORWOOD 1,38.1169,-108.4697
60030,NORWOOD 2,38.1169,-108.4697
60031,PALISADE 1,39.0418,-108.2978
60032,MANCOS 1,37.3307,-108.309
60033,OLATHE 1,38.5626,-108.1631
60034,OLATHE 2,38.5626,-108.1631
60035,HESPERUS 1,37.2257,-108.2351
60036,DELTA 3 1,38.6897,-108.1775
60037,DELTA 3 2,38.6897,-108.1775
60038,DELTA 3 3,38.6897,-108.1775
60039,DELTA 3 4,38.6897,-108.1775
60040,DOLORES 1,37.6942,-108.0948
60041,DOLORES 2,37.6942,-108.0948
60042,DOLORES 3,37.6942,-108.0948
60043,DOLORES 4,37.6942,-108.0948
60044,RIFLE 1 1,39.6562,-108.1577
60045,PARACHUTE 1,39.4053,-107.9546
60046,PARACHUTE 2,39.4053,-107.9546
60047,ECKERT 1,38.749,-108.0065
60048,ECKERT 2,38.749,-108.0065
60049,ECKERT 3,38.749,-108.0065
60050,MONTROSE 1 1,38.3544,-107.9976
60051,MONTROSE 1 2,38.3544,-107.9976
60052,CEDAREDGE 1,39.0137,-108.0441
60053,DURANGO 1 1,37.1378,-107.9594
60054,TELLURIDE 1,37.8401,-107.9488
60055,DURANGO 2 1,37.4499,-107.8405
60056,DURANGO 3 1,37.3902,-107.8055
60057,DURANGO 3 2,37.3902,-107.8055
60058,DURANGO 3 3,37.3902,-107.8055
60059,MONTROSE 2 1,38.4697,-107.8608
60060,MONTROSE 2 2,38.4697,-107.8608
60061,MONTROSE 2 3,38.4697,-107.8608
60062,RIDGWAY 1,38.0309,-107.6879
60063,MEEKER 1,40.0504,-107.6682
60064,HOTCHKISS 1,38.9519,-107.6609
60065,CRAIG 1 1,40.6623,-107.676
60066,CRAIG 1 2,40.6623,-107.676
60067,SILT 1,39.5257,-107.64
60068,SILT 2,39.5257,-107.64
60069,SILT 3,39.5257,-107.64
60070,IGNACIO 1,37.087,-107.5415
60071,PAONIA 1,38.9069,-107.5679
60072,PAONIA 2,38.9069,-107.5679
60073,NEW CASTLE 1,39.5346,-107.5182
60074,BAYFIELD 1,37.407,-107.5749
60075,BAYFIELD 2,37.407,-107.5749
60076,GLENWOOD SPRINGS 1,39.6996,-107.3466
60077,HAYDEN 1 1,40.4882,-107.1518
60078,HAYDEN 1 2,40.4882,-107.1518
60079,CARBONDALE 1,39.2288,-107.2466
60080,GYPSUM 1,39.7908,-107.1578
60081,GYPSUM 2,39.7908,-107.1578
60082,PAGOSA SPRINGS 1,37.4008,-107.1383
60083,PAGOSA SPRINGS 2,37.4008,-107.1383
60084,GUNNISON 2 1,38.3245,-106.9219
60085,CRESTED BUTTE 1,38.8792,-106.9007
60086,CRESTED BUTTE 2,38.8792,-106.9007
60087,CRESTED BUTTE 3,38.8792,-106.9007
60088,SNOWMASS VILLAGE 1,39.1461,-107.0185
60089,BASALT 1,39.3512,-106.8924
60090,STEAMBOAT SPRINGS 1,40.4749,-106.8035
60091,OAK CREEK 1,40.1593,-106.7711
60092,OAK CREEK 2,40.1593,-106.7711
60093,EAGLE 1 1,39.6113,-106.6687
60094,EAGLE 1 2,39.6113,-106.6687
60095,ASPEN 1,39.2392,-106.6998
60096,EDWARDS 1,39.5612,-106.5826
60097,EDWARDS 2,39.5612,-106.5826
60098,AVON 1,39.6229,-106.5083
60099,AVON 2,39.6229,-106.5083
60100,AVON 3,39.6229,-106.5083
60101,KREMMLING 1 1,40.1661,-106.471
60102,DEL NORTE 1,37.7115,-106.5076
60103,BUENA VISTA 1,38.9922,-106.4023
60104,WALDEN 1,40.7589,-106.4306
60105,ANTONITO 1,37.1534,-106.3887
60106,LEADVILLE 1 1,39.1514,-106.248
60107,LEADVILLE 1 2,39.1514,-106.248
60108,LEADVILLE 1 3,39.1514,-106.248
60109,VAIL 2 1,39.7469,-106.342
60110,SILVERTHORNE 1,39.6667,-106.282
60111,FRISCO 1,39.4819,-106.164
60112,FRISCO 2,39.4819,-106.164
60113,MONTE VISTA 1,37.4908,-106.0773
60114,MONTE VISTA 2,37.4908,-106.0773
60115,MONTE VISTA 3,37.4908,-106.0773
60116,LA JARA 1,37.3622,-106.0571
60117,CENTER 1,37.8213,-106.04
60118,SALIDA 1,38.5118,-106.0942
60119,SALIDA 2,38.5118,-106.0942
60120,SALIDA 3,38.5118,-106.0942
60121,BRECKENRIDGE 1,39.425,-105.992
60122,BRECKENRIDGE 2,39.425,-105.992
60123,FAIRPLAY 1,39.3205,-105.9873
60124,FAIRPLAY 2,39.3205,-105.9873
60125,FAIRPLAY 3,39.3205,-105.9873
60126,GRANBY 1,40.097,-105.9093
60127,GRANBY 2,40.097,-105.9093
60128,DILLON 1 1,39.6328,-105.9847
60129,DILLON 1 2,39.6328,-105.9847
60130,FRASER 1,39.9165,-105.8156
60131,FRASER 2,39.9165,-105.8156
60132,FRASER 3,39.9165,-105.8156
60133,FRASER 4,39.9165,-105.8156
60134,ALAMOSA 1 1,37.3994,-105.8984
60135,SANFORD 1,37.208,-105.7305
60136,GRAND LAKE 1,40.2506,-105.8049
60137,GRAND LAKE 2,40.2506,-105.8049
60138,IDAHO SPRINGS 1,39.6612,-105.7377
60139,IDAHO SPRINGS 2,39.6612,-105.7377
60140,COTOPAXI 1,38.2957,-105.595
60141,COTOPAXI 2,38.2957,-105.595
60142,ESTES PARK 1 1,40.4821,-105.6084
60143,BELLVUE 1,40.6437,-105.5432
60144,BELLVUE 2,40.6437,-105.5432
60145,BELLVUE 3,40.6437,-105.5432
60146,BLACK HAWK 1,39.9342,-105.5102
60147,BLACK HAWK 2,39.9342,-105.5102
60148,BLACK HAWK 3,39.9342,-105.5102
60149,BAILEY 1,39.3892,-105.4131
60150,BAILEY 2,39.3892,-105.4131
60151,EVERGREEN 1,39.6225,-105.421
60152,WESTCLIFFE 1,38.1541,-105.4055
60153,WESTCLIFFE 2,38.1541,-105.4055
60154,WESTCLIFFE 3,38.1541,-105.4055
60155,SAN LUIS 3 1,37.0155,-105.3635
60156,CANON CITY 1 1,38.4964,-105.3405
60157,CANON CITY 1 2,38.4964,-105.3405
60158,CANON CITY 2 1,38.6001,-105.4454
60159,CANON CITY 2 2,38.6001,-105.4454
60160,BOULDER 1 1,39.9878,-105.3633
60161,BOULDER 1 2,39.9878,-105.3633
60162,BOULDER 2 1,39.9744,-105.4346
60163,LIVERMORE 7 1,40.84,-105.4402
60164,LYONS 2 1,40.2982,-105.36
60165,LYONS 2 2,40.2982,-105.36
60166,LYONS 2 3,40.2982,-105.36
60167,LYONS 2 4,40.2982,-105.36
60168,LYONS 2 5,40.2982,-105.36
60169,LYONS 2 6,40.2982,-105.36
60170,PINE 2 1,39.4322,-105.367
60171,PINE 2 2,39.4322,-105.367
60172,FLORISSANT 1,38.8132,-105.3904
60173,GOLDEN 1 1,39.8859,-105.2818
60174,GOLDEN 1 2,39.8859,-105.2818
60175,BOULDER 3 1,40.0408,-105.292
60176,BOULDER 3 2,40.0408,-105.292
60177,BOULDER 4 1,39.991,-105.3317
60178,BOULDER 5 1,40.0352,-105.2251
60179,BOULDER 5 2,40.0352,-105.2251
60180,CONIFER 1,39.4031,-105.2505
60181,CONIFER 2,39.4031,-105.2505
60182,BOULDER 6 1,39.8794,-105.2205
60183,BOULDER 6 2,39.8794,-105.2205
60184,GOLDEN 2 1,39.6501,-105.2207
60185,GOLDEN 2 2,39.6501,-105.2207
60186,GOLDEN 3 1,39.678,-105.1789
60187,LONGMONT 1 1,40.2314,-105.1783
60188,LONGMONT 1 2,40.2314,-105.1783
60189,LONGMONT 2 1,40.1444,-105.2172
60190,BOULDER 7 1,39.9045,-105.2659
60191,BOULDER 7 2,39.9045,-105.2659
60192,MORRISON 1,39.6994,-105.2972
60193,MORRISON 2,39.6994,-105.2972
60194,BOULDER 8 1,40.0354,-105.1487
60195,ARVADA 1 1,39.8173,-105.2098
60196,DIVIDE 1,38.8916,-105.1882
60197,DIVIDE 2,38.8916,-105.1882
60198,DIVIDE 3,38.8916,-105.1882
60199,LAPORTE 1,40.7915,-105.1536
60200,LOVELAND 1 1,40.3189,-105.1101
60201,LOVELAND 2 1,40.3992,-105.1096
60202,DENVER 1 1,39.6472,-105.2104
60203,DENVER 2 1,39.7734,-105.1125
60204,LITTLETON 1 1,39.4318,-105.1741
60205,LITTLETON 1 2,39.4318,-105.1741
60206,LITTLETON 1 3,39.4318,-105.1741
60207,LITTLETON 2 1,39.5019,-105.186
60208,LITTLETON 2 2,39.5019,-105.186
60209,LITTLETON 2 3,39.5019,-105.186
60210,LOUISVILLE 1,40.0108,-105.2151
60211,LOUISVILLE 2,40.0108,-105.2151
60212,LOUISVILLE 3,40.0108,-105.2151
60213,SEDALIA 1,39.2311,-105.1235
60214,SEDALIA 2,39.2311,-105.1235
60215,SEDALIA 3,39.2311,-105.1235
60216,CRIPPLE CREEK 1,38.7675,-105.1967
60217,FORT COLLINS 1 1,40.4218,-105.2233
60218,FORT COLLINS 2 1,40.4763,-105.0749
60219,FLORENCE 4 1,38.3155,-105.0502
60220,FLORENCE 4 2,38.3155,-105.0502
60221,ARVADA 2 1,39.9086,-105.0647
60222,ARVADA 2 2,39.9086,-105.0647
60223,ARVADA 3 1,39.8663,-105.1463
60224,ARVADA 3 2,39.8663,-105.1463
60225,ARVADA 3 3,39.8663,-105.1463
60226,FORT COLLINS 3 1,40.6037,-105.1921
60227,FORT COLLINS 3 2,40.6037,-105.1921
60228,FORT COLLINS 4 1,40.5927,-105.2088
60229,ARVADA 4 1,39.8457,-105.082
60230,ARVADA 5 1,39.8824,-105.1429
60231,ARVADA 5 2,39.8824,-105.1429
60232,DENVER 3 1,39.8058,-105.1914
60233,BROOMFIELD 1 1,39.8067,-105.0526
60234,BROOMFIELD 1 2,39.8067,-105.0526
60235,BROOMFIELD 1 3,39.8067,-105.0526
60236,BROOMFIELD 2 1,39.7915,-105.1274
60237,BROOMFIELD 2 2,39.7915,-105.1274
60238,WOODLAND PARK 1,38.9958,-105.1065
60239,LA VETA 1,37.543,-105.0277
60240,LA VETA 2,37.543,-105.0277
60241,LA VETA 3,37.543,-105.0277
60242,ARVADA 6 1,39.777,-105.0936
60243,ARVADA 6 2,39.777,-105.0936
60244,ARVADA 6 3,39.777,-105.0936
60245,ARVADA 6 4,39.777,-105.0936
60246,BERTHOUD 1,40.2879,-105.0203
60247,LONGMONT 3 1,40.1513,-105.132
60248,LONGMONT 3 2,40.1513,-105.132
60249,LONGMONT 4 1,40.2598,-105.1273
60250,WHEAT RIDGE 1,39.6973,-105.0535
60251,LAFAYETTE 2 1,39.9285,-105.0786
60252,LAFAYETTE 2 2,39.9285,-105.0786
60253,LAFAYETTE 2 3,39.9285,-105.0786
60254,LAFAYETTE 3 1,39.9409,-105.1948
60255,DENVER 4 1,39.7414,-105.1482
60256,DENVER 4 2,39.7414,-105.1482
60257,DENVER 5 1,39.6222,-105.048
60258,DENVER 6 1,39.5941,-105.0118
60259,DENVER 7 1,39.7428,-105.0934
60260,DENVER 8 1,39.731,-105.1816
60261,DENVER 9 1,39.558,-105.1379
60262,DENVER 9 2,39.558,-105.1379
60263,DENVER 9 3,39.558,-105.1379
60264,LITTLETON 3 1,39.5227,-105.0829
60265,LITTLETON 3 2,39.5227,-105.0829
60266,LITTLETON 3 3,39.5227,-105.0829
60267,LITTLETON 3 4,39.5227,-105.0829
60268,LITTLETON 4 1,39.5135,-105.0919
60269,LITTLETON 4 2,39.5135,-105.0919
60270,BROOMFIELD 3 1,39.8604,-105.0397
60271,BROOMFIELD 4 1,39.9669,-105.1627
60272,LITTLETON 5 1,39.6397,-105.012
60273,LITTLETON 6 1,39.6068,-105.0897
60274,DENVER 10 1,39.7988,-105.0982
60275,DENVER 10 2,39.7988,-105.0982
60276,DENVER 10 3,39.7988,-105.0982
60277,DENVER 10 4,39.7988,-105.0982
60278,DENVER 10 5,39.7988,-105.0982
60279,ARVADA 7 1,39.8996,-105.0248
60280,ARVADA 7 2,39.8996,-105.0248
60281,ARVADA 8 1,39.751,-105.0545
60282,ARVADA 8 2,39.751,-105.0545
60283,ARVADA 8 3,39.751,-105.0545
60284,LITTLETON 7 1,39.4916,-105.0376
60285,LITTLETON 7 2,39.4916,-105.0376
60286,LOVELAND 3 1,40.4265,-105.1134
60287,LOVELAND 4 1,40.4244,-105.0856
60288,LOVELAND 4 2,40.4244,-105.0856
60289,LOVELAND 4 3,40.4244,-105.0856
60290,WELLINGTON 3 1,40.8866,-105.1211
60291,WELLINGTON 3 2,40.8866,-105.1211
60292,DENVER 11 1,39.74,-105.0998
60293,DENVER 12 1,39.6978,-105.0194
60294,DENVER 12 2,39.6978,-105.0194
60295,WESTMINSTER 4 1,39.9674,-104.9971
60296,WESTMINSTER 5 1,39.7934,-105.072
60297,WESTMINSTER 5 2,39.7934,-105.072
60298,WESTMINSTER 6 1,39.8797,-105.0627
60299,WESTMINSTER 6 2,39.8797,-105.0627
60300,WESTMINSTER 6 3,39.8797,-105.0627
60301,FORT COLLINS 5 1,40.5899,-104.9411
60302,FORT COLLINS 5 2,40.5899,-104.9411
60303,FORT COLLINS 5 3,40.5899,-104.9411
60304,FORT COLLINS 5 4,40.5899,-104.9411
60305,FORT COLLINS 5 5,40.5899,-104.9411
60306,FORT COLLINS 6 1,40.5142,-105.1177
60307,DENVER 13 1,39.7549,-105.0506
60308,DENVER 13 2,39.7549,-105.0506
60309,DENVER 14 1,39.7709,-104.9983
60310,PENROSE 1,38.4146,-104.9584
60311,LONGMONT 5 1,40.2036,-104.9324
60312,LONGMONT 6 1,40.1338,-104.9859
60313,FORT COLLINS 7 1,40.7325,-104.9952
60314,FORT COLLINS 7 2,40.7325,-104.9952
60315,FORT COLLINS 8 1,40.7031,-104.9943
60316,ERIE 1,40.018,-105.0397
60317,ERIE 2,40.018,-105.0397
60318,ERIE 3,40.018,-105.0397
60319,DENVER 15 1,39.6702,-105.0119
60320,DENVER 16 1,39.6467,-105.0449
60321,DENVER 16 2,39.6467,-105.0449
60322,DENVER 16 3,39.6467,-105.0449
60323,DENVER 16 4,39.6467,-105.0449
60324,DENVER 17 1,39.7922,-104.9491
60325,DENVER 17 2,39.7922,-104.9491
60326,DENVER 18 1,39.7819,-105.1058
60327,LITTLETON 8 1,39.654,-105.012
60328,LITTLETON 9 1,39.6583,-105.0815
60329,ENGLEWOOD 1 1,39.5762,-105.0283
60330,DENVER 19 1,39.7935,-105.0895
60331,DENVER 20 1,39.8053,-104.9807
60332,DENVER 20 2,39.8053,-104.9807
60333,LITTLETON 10 1,39.4589,-105.0207
60334,LITTLETON 11 1,39.5535,-104.9859
60335,LITTLETON 11 2,39.5535,-104.9859
60336,BROOMFIELD 5 1,39.9256,-104.9856
60337,DENVER 21 1,39.8781,-105.0475
60338,DENVER 21 2,39.8781,-105.0475
60339,DENVER 22 1,39.7747,-104.9744
60340,DENVER 22 2,39.7747,-104.9744
60341,FORT COLLINS 9 1,40.4443,-104.9215
60342,DENVER 23 1,39.6689,-105.0948
60343,DENVER 24 1,39.8226,-104.9136
60344,DENVER 25 1,39.8715,-104.9408
60345,DENVER 25 2,39.8715,-104.9408
60346,DENVER 25 3,39.8715,-104.9408
60347,DENVER 26 1,39.8215,-105.0572
60348,DENVER 27 1,39.7992,-104.9717
60349,DENVER 27 2,39.7992,-104.9717
60350,DENVER 27 3,39.7992,-104.9717
60351,DENVER 27 4,39.7992,-104.9717
60352,DENVER 28 1,39.6884,-104.958
60353,DENVER 28 2,39.6884,-104.958
60354,DENVER 29 1,39.6983,-104.8782
60355,DENVER 29 2,39.6983,-104.8782
60356,DENVER 29 3,39.6983,-104.8782
60357,ENGLEWOOD 2 1,39.6438,-104.9524
60358,ENGLEWOOD 2 2,39.6438,-104.9524
60359,ENGLEWOOD 2 3,39.6438,-104.9524
60360,DENVER 30 1,39.7047,-104.9471
60361,DENVER 30 2,39.7047,-104.9471
60362,DENVER 31 1,39.619,-105.053
60363,DENVER 32 1,39.7304,-105.0075
60364,DENVER 32 2,39.7304,-105.0075
60365,LITTLETON 12 1,39.5462,-104.9873
60366,LITTLETON 13 1,39.5973,-104.8651
60367,LITTLETON 13 2,39.5973,-104.8651
60368,LITTLETON 13 3,39.5973,-104.8651
60369,DENVER 33 1,39.7288,-104.9845
60370,DENVER 34 1,39.8234,-104.8721
60371,DENVER 34 2,39.8234,-104.8721
60372,DENVER 35 1,39.8597,-104.9572
60373,DACONO 1,40.0581,-105.0499
60374,LITTLETON 14 1,39.6293,-104.9638
60375,LITTLETON 14 2,39.6293,-104.9638
60376,LITTLETON 14 3,39.6293,-104.9638
60377,LITTLETON 15 1,39.5405,-105.0479
60378,THORNTON 1 1,39.832,-104.9979
60379,THORNTON 1 2,39.832,-104.9979
60380,THORNTON 2 1,40.0151,-104.9711
60381,THORNTON 2 2,40.0151,-104.9711
60382,LITTLETON 16 1,39.5391,-104.9018
60383,DENVER 36 1,39.6954,-104.8732
60384,DENVER 36 2,39.6954,-104.8732
60385,DENVER 37 1,39.948,-104.9462
60386,DENVER 37 2,39.948,-104.9462
60387,DENVER 37 3,39.948,-104.9462
60388,DENVER 38 1,39.87,-104.935
60389,JOHNSTOWN 1,40.3339,-105.0349
60390,DENVER 39 1,39.6274,-105.0129
60391,DENVER 40 1,39.6892,-104.8731
60392,LITTLETON 17 1,39.4833,-104.838
60393,LITTLETON 18 1,39.6227,-104.9534
60394,DENVER 41 1,39.8276,-104.862
60395,DENVER 41 2,39.8276,-104.862
60396,DENVER 42 1,39.6414,-104.8393
60397,DENVER 43 1,39.6705,-104.8755
60398,DENVER 43 2,39.6705,-104.8755
60399,BRIGHTON 1 1,39.8881,-104.9472
60400,BRIGHTON 1 2,39.8881,-104.9472
60401,BRIGHTON 1 3,39.8881,-104.9472
60402,BRIGHTON 2 1,40.0001,-104.883
60403,DENVER 44 1,39.6888,-104.938
60404,DENVER 44 2,39.6888,-104.938
60405,COLORADO SPRINGS 1 1,39.0203,-104.8347
60406,COLORADO SPRINGS 1 2,39.0203,-104.8347
60407,LARKSPUR 1,39.1971,-104.983
60408,RYE 1,37.9221,-105.0027
60409,DENVER 45 1,39.722,-104.8913
60410,DENVER 45 2,39.722,-104.8913
60411,CASTLE ROCK 2 1,39.4267,-104.9858
60412,WINDSOR 3 1,40.5348,-104.9161
60413,WINDSOR 3 2,40.5348,-104.9161
60414,LONE TREE 1,39.4684,-104.9599
60415,DENVER 46 1,39.7875,-104.919
60416,DENVER 46 2,39.7875,-104.919
60417,DENVER 47 1,39.5929,-104.8711
60418,DENVER 48 1,39.5905,-104.8092
60419,HENDERSON 16 1,39.9737,-104.9197
60420,DENVER 49 1,39.7906,-104.8622
60421,DENVER 50 1,39.7294,-104.8199
60422,DENVER 51 1,39.7954,-104.7892
60423,COLORADO SPRINGS 2 1,38.7371,-104.9024
60424,COLORADO SPRINGS 3 1,38.8186,-104.9016
60425,ENGLEWOOD 3 1,39.6044,-104.8085
60426,ENGLEWOOD 4 1,39.5389,-104.9264
60427,COLORADO SPRINGS 4 1,38.7821,-104.8164
60428,COLORADO SPRINGS 4 2,38.7821,-104.8164
60429,COLORADO SPRINGS 4 3,38.7821,-104.8164
60430,AURORA 2 1,39.8332,-104.9418
60431,AURORA 3 1,39.7909,-104.8182
60432,U S A F ACADEMY 1,39.0553,-104.8095
60433,ENGLEWOOD 5 1,39.5714,-104.8921
60434,ENGLEWOOD 6 1,39.4883,-104.9159
60435,ENGLEWOOD 6 2,39.4883,-104.9159
60436,ENGLEWOOD 6 3,39.4883,-104.9159
60437,ENGLEWOOD 6 4,39.4883,-104.9159
60438,ENGLEWOOD 6 5,39.4883,-104.9159
60439,CASTLE ROCK 3 1,39.364,-104.7604
60440,CASTLE ROCK 3 2,39.364,-104.7604
60441,COLORADO SPRINGS 5 1,38.8286,-104.8659
60442,COLORADO SPRINGS 5 2,38.8286,-104.8659
60443,COLORADO SPRINGS 6 1,38.8943,-104.879
60444,COLORADO SPRINGS 6 2,38.8943,-104.879
60445,COLORADO SPRINGS 6 3,38.8943,-104.879
60446,COLORADO SPRINGS 6 4,38.8943,-104.879
60447,COLORADO SPRINGS 6 5,38.8943,-104.879
60448,MILLIKEN 1,40.3352,-104.8345
60449,MONUMENT 1,39.079,-104.8247
60450,DENVER 52 1,39.8563,-104.8949
60451,DENVER 52 2,39.8563,-104.8949
60452,DENVER 53 1,39.8185,-104.8911
60453,COLORADO SPRINGS 7 1,38.7479,-104.7597
60454,COLORADO SPRINGS 7 2,38.7479,-104.7597
60455,AURORA 4 1,39.6834,-104.776
60456,AURORA 5 1,39.6374,-104.8377
60457,AURORA 6 1,39.6387,-104.888
60458,AURORA 7 1,39.6729,-104.9203
60459,CASTLE ROCK 4 1,39.3117,-104.9063
60460,CASTLE ROCK 5 1,39.1964,-104.764
60461,CASTLE ROCK 5 2,39.1964,-104.764
60462,CASTLE ROCK 5 3,39.1964,-104.764
60463,CASTLE ROCK 5 4,39.1964,-104.764
60464,COLORADO SPRINGS 8 1,38.9512,-104.7653
60465,COLORADO SPRINGS 9 1,38.9067,-104.8823
60466,COLORADO SPRINGS 9 2,38.9067,-104.8823
60467,COLORADO SPRINGS 10 1,38.9042,-104.7244
60468,PUEBLO 1 1,38.1375,-104.7415
60469,PUEBLO 2 1,38.1639,-104.8713
60470,PLATTEVILLE 1 1,40.3053,-104.9087
60471,COLORADO SPRINGS 11 1,38.7232,-104.8697
60472,BRIGHTON 3 1,40.0551,-104.7421
60473,BRIGHTON 4 1,39.9395,-104.7776
60474,BRIGHTON 4 2,39.9395,-104.7776
60475,BRIGHTON 4 3,39.9395,-104.7776
60476,BRIGHTON 4 4,39.9395,-104.7776
60477,FORT LUPTON 1 1,40.1958,-104.8276
60478,COMMERCE CITY 1 1,39.7835,-104.7652
60479,COMMERCE CITY 2 1,39.8826,-104.7854
60480,COMMERCE CITY 2 2,39.8826,-104.7854
60481,GREELEY 1 1,40.4026,-104.7312
60482,GREELEY 2 1,40.3452,-104.8023
60483,GREELEY 2 2,40.3452,-104.8023
60484,AURORA 8 1,39.604,-104.7157
60485,AURORA 8 2,39.604,-104.7157
60486,AURORA 9 1,39.648,-104.7006
60487,AURORA 10 1,39.7532,-104.7974
60488,AURORA 11 1,39.7158,-104.7986
60489,COLORADO SPRINGS 12 1,38.988,-104.8103
60490,COLORADO SPRINGS 12 2,38.988,-104.8103
60491,COLORADO SPRINGS 13 1,38.9682,-104.8464
60492,COLORADO SPRINGS 13 2,38.9682,-104.8464
60493,COLORADO SPRINGS 13 3,38.9682,-104.8464
60494,AURORA 12 1,39.5718,-104.7168
60495,AURORA 13 1,39.6515,-104.773
60496,PARKER 2 1,39.5536,-104.8388
60497,PARKER 2 2,39.5536,-104.8388
60498,PARKER 3 1,39.5522,-104.8363
60499,PARKER 3 2,39.5522,-104.8363
60500,COLORADO SPRINGS 14 1,38.755,-104.8205
60501,COLORADO SPRINGS 15 1,38.7846,-104.8436
60502,COLORADO SPRINGS 16 1,38.7993,-104.8017
60503,COLORADO SPRINGS 16 2,38.7993,-104.8017
60504,COLORADO SPRINGS 17 1,38.7817,-104.8635
60505,PUEBLO 3 1,38.4573,-104.724
60506,PUEBLO 4 1,38.4547,-104.7767
60507,COLORADO SPRINGS 18 1,39.048,-104.6921
60508,COLORADO SPRINGS 19 1,38.8988,-104.8417
60509,COLORADO SPRINGS 19 2,38.8988,-104.8417
60510,AURORA 14 1,39.6127,-104.7967
60511,AURORA 14 2,39.6127,-104.7967
60512,AURORA 14 3,39.6127,-104.7967
60513,AURORA 14 4,39.6127,-104.7967
60514,AURORA 15 1,39.6146,-104.7563
60515,COLORADO SPRINGS 20 1,38.9526,-104.652
60516,COLORADO SPRINGS 21 1,38.7878,-104.8432
60517,COLORADO SPRINGS 21 2,38.7878,-104.8432
60518,WALSENBURG 1,37.5838,-104.6424
60519,BRIGHTON 5 1,39.936,-104.6716
60520,BRIGHTON 5 2,39.936,-104.6716
60521,COLORADO SPRINGS 22 1,38.6897,-104.7951
60522,COLORADO SPRINGS 23 1,38.7754,-104.7622
60523,EVANS 1,40.3386,-104.8021
60524,COLORADO SPRINGS 24 1,38.9383,-104.7618
60525,COLORADO SPRINGS 25 1,39.016,-104.756
60526,COLORADO SPRINGS 25 2,39.016,-104.756
